ResponseId,MainBranch,AISelect,ConvertedCompYearly,WorkExp,YearsCode,Age,DevType,Country,OrgSize,EdLevel,RemoteWork,Employment,treat,log_salary
24805,I am a developer by profession,"Yes, I use AI tools daily",267.0,1.0,5.0,18-24 years old,"Developer, full-stack",Viet Nam,500 to 999 employees,"Associate degree (A.A., A.S., etc.)",Remote,Employed,1,5.58724865840025
24810,I am a developer by profession,"Yes, I use AI tools daily",46635.0,6.0,7.0,25-34 years old,"Developer, full-stack",Japan,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,10.750106611160964
24815,I am a developer by profession,"Yes, I use AI tools daily",250000.0,22.0,27.0,35-44 years old,"Senior executive (C-suite, VP, etc.)",United States of America,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,12.429216196844383
24826,I am a developer by profession,"Yes, I use AI tools daily",145000.0,11.0,15.0,25-34 years old,"Developer, full-stack",United States of America,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.884489021402711
24845,I am a developer by profession,"No, but I plan to soon",81262.0,28.0,37.0,45-54 years old,"Developer, full-stack",Australia,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,0,11.30543378159424
24849,I am a developer by profession,"Yes, I use AI tools daily",290000.0,6.0,7.0,25-34 years old,"Developer, full-stack",United States of America,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,12.577636201962656
24855,I am a developer by profession,"Yes, I use AI tools daily",55271.0,25.0,35.0,45-54 years old,"Developer, full-stack",Japan,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,10.920003637661642
24866,I am a developer by profession,"Yes, I use AI tools daily",44000.0,4.0,12.0,18-24 years old,"Developer, full-stack",Ukraine,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,10.691944912900398
24871,I am a developer by profession,"Yes, I use AI tools daily",58120.0,25.0,20.0,35-44 years old,"Developer, desktop or enterprise applications",India,500 to 999 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,10.97026511768422
24877,I am a developer by profession,"No, and I don't plan to",272500.0,13.0,9.0,35-44 years old,"Developer, back-end",United States of America,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,0,12.515393893085436
24878,I am a developer by profession,"Yes, I use AI tools daily",130000.0,20.0,10.0,35-44 years old,"Developer, full-stack",United States of America,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.77528972943772
24888,I am a developer by profession,"Yes, I use AI tools daily",25071.0,11.0,15.0,25-34 years old,"Developer, full-stack",China,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,10.129467078669546
24919,I am a developer by profession,"No, but I plan to soon",160000.0,16.0,22.0,35-44 years old,"Developer, desktop or enterprise applications",United States of America,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,0,11.982929094215963
24920,I am a developer by profession,"Yes, I use AI tools daily",17402.0,2.0,3.0,18-24 years old,"Developer, back-end",Finland,Less than 20 employees,"Associate degree (A.A., A.S., etc.)",In-person,Student,1,9.76434042112597
24921,I am a developer by profession,"Yes, I use AI tools daily",56379.0,10.0,15.0,25-34 years old,"Developer, full-stack",South Africa,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,10.93985202772471
24926,I am a developer by profession,"No, but I plan to soon",116015.0,30.0,35.0,55-64 years old,"Developer, desktop or enterprise applications",Netherlands,"5,000 to 9,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,0,11.661474772073467
24928,I am a developer by profession,"Yes, I use AI tools daily",64000.0,4.0,5.0,35-44 years old,"Developer, full-stack",Thailand,"Just me - I am a freelancer, sole proprietor, etc.",Some college/university study without earning a degree,Remote,Employed,1,11.06663836234181
24930,I am a developer by profession,"Yes, I use AI tools daily",84512.0,8.0,20.0,35-44 years old,"Developer, back-end",China,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.344648815096859
24954,I am a developer by profession,"No, and I don't plan to",58007.0,13.0,13.0,25-34 years old,"Developer, front-end",Germany,20 to 99 employees,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,0,10.968318971901319
24961,I am a developer by profession,"Yes, I use AI tools daily",139881.0,5.0,4.0,25-34 years old,"Developer, full-stack",Sri Lanka,"10,000 or more employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.848547340136603
24976,I am a developer by profession,"Yes, I use AI tools daily",38690.0,10.0,20.0,25-34 years old,"Developer, full-stack",Japan,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,10.563336447694558
24993,I am a developer by profession,"Yes, I use AI tools daily",33886.0,13.0,18.0,25-34 years old,"Developer, full-stack",Taiwan,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,10.430757228718052
25012,I am a developer by profession,"Yes, I use AI tools daily",102106.0,9.0,15.0,25-34 years old,"Developer, back-end",United Kingdom of Great Britain and Northern Ireland,Less than 20 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,11.533766768341877
25013,I am a developer by profession,"Yes, I use AI tools daily",35297.0,5.0,5.0,25-34 years old,Other (please specify):,Israel,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,10.471553253474193
25021,I am a developer by profession,"Yes, I use AI tools daily",163740.0,15.0,27.0,35-44 years old,DevOps engineer or professional,Poland,"Just me - I am a freelancer, sole proprietor, etc.",Some college/university study without earning a degree,Remote,"Independent contractor, freelancer, or self-employed",1,12.006035082930438
25024,I am a developer by profession,"No, but I plan to soon",43664.0,15.0,33.0,35-44 years old,"Developer, front-end",Poland,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,0,10.68427924294812
25035,I am a developer by profession,"No, but I plan to soon",46406.0,18.0,35.0,45-54 years old,"Architect, software or solutions",Italy,20 to 99 employees,Some college/university study without earning a degree,"Hybrid (some in-person, leans heavy to flexibility)",Employed,0,10.745184040199312
25036,I am a developer by profession,"Yes, I use AI tools daily",2000.0,12.0,16.0,25-34 years old,"Developer, back-end","Iran, Islamic Republic of...","Just me - I am a freelancer, sole proprietor, etc.","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,"Independent contractor, freelancer, or self-employed",1,7.600902459542082
25053,I am a developer by profession,"Yes, I use AI tools daily",41812.0,14.0,14.0,35-44 years old,"Developer, front-end",South Africa,Less than 20 employees,Some college/university study without earning a degree,Remote,Employed,1,10.640938658652598
25054,I am a developer by profession,"Yes, I use AI tools daily",13949.0,2.0,6.0,18-24 years old,"Developer, back-end",India,500 to 999 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,9.543163100092235
25055,I am a developer by profession,"Yes, I use AI tools daily",1872.0,1.0,8.0,18-24 years old,"Developer, desktop or enterprise applications",Czech Republic,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,7.534762657037537
25061,I am a developer by profession,"Yes, I use AI tools daily",58302.0,10.0,15.0,35-44 years old,Data engineer,Sweden,500 to 999 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,10.973391677067495
25063,I am a developer by profession,"No, and I don't plan to",52207.0,28.0,42.0,55-64 years old,"Developer, back-end",Netherlands,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,0,10.86297186449704
25065,I am a developer by profession,"Yes, I use AI tools daily",53367.0,12.0,12.0,25-34 years old,"Developer, full-stack",Spain,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,10.88494785639338
25068,I am a developer by profession,"Yes, I use AI tools daily",81870.0,11.0,12.0,25-34 years old,"Developer, back-end",Poland,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,11.312887902370495
25070,I am a developer by profession,"Yes, I use AI tools daily",17402.0,6.0,9.0,18-24 years old,Academic researcher,Germany,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Student,1,9.76434042112597
25071,I am a developer by profession,"Yes, I use AI tools daily",72221.0,14.0,17.0,25-34 years old,"Developer, back-end",Malta,500 to 999 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.18748614131548
25077,I am a developer by profession,"Yes, I use AI tools daily",20332.0,4.0,5.0,25-34 years old,"Developer, full-stack",Taiwan,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,9.919951278566794
25079,I am a developer by profession,"Yes, I use AI tools daily",119033.0,40.0,45.0,55-64 years old,Other (please specify):,Switzerland,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.687156044574468
25086,I am a developer by profession,"Yes, I use AI tools daily",1973.0,5.0,13.0,25-34 years old,"Developer, full-stack",South Africa,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,7.587310506022615
25092,I am a developer by profession,"No, and I don't plan to",114416.0,18.0,24.0,25-34 years old,"Developer, back-end",Australia,"Just me - I am a freelancer, sole proprietor, etc.",Other (please specify):,Remote,"Independent contractor, freelancer, or self-employed",0,11.647596208288178
25099,I am a developer by profession,"Yes, I use AI tools daily",41846.0,3.0,7.0,18-24 years old,"Developer, full-stack",India,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,10.641751491899196
25101,I am a developer by profession,"Yes, I use AI tools daily",81210.0,32.0,35.0,55-64 years old,"Developer, back-end",France,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Employed,1,11.304793671276457
25107,I am a developer by profession,"Yes, I use AI tools daily",32484.0,24.0,28.0,35-44 years old,"Developer, full-stack",Italy,100 to 499 employees,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,10.3885029394023
25108,I am a developer by profession,"Yes, I use AI tools daily",26141.0,1.0,6.0,18-24 years old,AI/ML engineer,United Arab Emirates,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,10.171260241993542
25114,I am a developer by profession,"Yes, I use AI tools daily",84286.0,15.0,18.0,25-34 years old,"Architect, software or solutions",South Africa,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.341971056651351
25116,I am a developer by profession,"Yes, I use AI tools daily",210000.0,17.0,15.0,35-44 years old,"Developer, back-end","Iran, Islamic Republic of...",Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,12.254862809699606
25120,I am a developer by profession,"Yes, I use AI tools daily",59296.0,1.0,3.0,25-34 years old,"Developer, front-end",Norway,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,10.990297129085086
25123,I am a developer by profession,"Yes, I use AI tools daily",44086.0,20.0,25.0,45-54 years old,"Architect, software or solutions",Italy,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,10.693897550716283
25134,I am a developer by profession,"Yes, I use AI tools daily",43565.0,2.0,3.0,25-34 years old,"Developer, full-stack",United Kingdom of Great Britain and Northern Ireland,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,10.682009354665388
25143,I am a developer by profession,"Yes, I use AI tools daily",46406.0,3.0,12.0,25-34 years old,"Developer, full-stack",Italy,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)","Independent contractor, freelancer, or self-employed",1,10.745184040199312
25144,I am a developer by profession,"Yes, I use AI tools daily",30000.0,19.0,19.0,35-44 years old,"Developer, full-stack",Democratic Republic of the Congo,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,10.308952660644293
25153,I am a developer by profession,"Yes, I use AI tools daily",73375.0,10.0,13.0,35-44 years old,"Developer, full-stack",Sweden,Less than 20 employees,Some college/university study without earning a degree,"Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,11.203338557130397
25154,I am a developer by profession,"No, and I don't plan to",116640.0,3.0,13.0,25-34 years old,"Developer, desktop or enterprise applications",Denmark,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,0,11.666847547242485
25165,I am a developer by profession,"Yes, I use AI tools daily",6974.0,5.0,14.0,25-34 years old,"Architect, software or solutions",India,Less than 20 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,8.849944227235596
25170,I am a developer by profession,"Yes, I use AI tools daily",35104.0,9.0,18.0,25-34 years old,"Developer, back-end",Czech Republic,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,10.466070363074957
25173,I am a developer by profession,"Yes, I use AI tools daily",8007.0,2.0,7.0,18-24 years old,"Developer, full-stack",Philippines,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,8.988071438072634
25178,I am a developer by profession,"Yes, I use AI tools daily",104616.0,19.0,23.0,35-44 years old,AI/ML engineer,India,"5,000 to 9,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.558051782586338
25188,I am a developer by profession,"Yes, I use AI tools daily",116015.0,9.0,9.0,25-34 years old,"Developer, back-end",Germany,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,11.661474772073467
25191,I am a developer by profession,"Yes, I use AI tools daily",58795.0,10.0,10.0,25-34 years old,"Developer, front-end",Azerbaijan,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,10.981812096257515
25193,I am a developer by profession,"Yes, I use AI tools daily",124136.0,25.0,25.0,35-44 years old,"Developer, game or graphics",Montenegro,I don’t know,Some college/university study without earning a degree,Remote,Employed,1,11.72913301776332
25206,I am a developer by profession,"No, but I plan to soon",76239.0,18.0,24.0,35-44 years old,"Developer, full-stack",United Kingdom of Great Britain and Northern Ireland,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,0,11.24162842176777
25209,I am a developer by profession,"No, but I plan to soon",60328.0,35.0,40.0,55-64 years old,"Developer, embedded applications or devices",France,"1,000 to 4,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,0,11.007551619882483
25224,I am a developer by profession,"Yes, I use AI tools daily",185623.0,18.0,32.0,35-44 years old,"Developer, full-stack",Germany,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,12.131473014070282
25225,I am a developer by profession,"No, and I don't plan to",40000.0,6.0,8.0,25-34 years old,"Developer, full-stack",Tunisia,"Just me - I am a freelancer, sole proprietor, etc.","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,"Independent contractor, freelancer, or self-employed",0,10.596634733096073
25239,I am a developer by profession,"Yes, I use AI tools daily",151777.0,6.0,6.0,25-34 years old,AI/ML engineer,Israel,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.930167617312572
25244,I am a developer by profession,"Yes, I use AI tools daily",10462.0,3.0,7.0,25-34 years old,"Developer, front-end",India,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Employed,1,9.255504923930557
25249,I am a developer by profession,"Yes, I use AI tools daily",73669.0,23.0,28.0,45-54 years old,DevOps engineer or professional,Spain,500 to 999 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.207337365538308
25257,I am a developer by profession,"Yes, I use AI tools daily",69609.0,25.0,30.0,45-54 years old,"Developer, embedded applications or devices",Italy,"1,000 to 4,999 employees",Some college/university study without earning a degree,"Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.150649148307476
25267,I am a developer by profession,"Yes, I use AI tools daily",235314.0,20.0,24.0,35-44 years old,"Senior executive (C-suite, VP, etc.)",Israel,500 to 999 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,12.368676071458024
25268,I am a developer by profession,"No, and I don't plan to",46406.0,27.0,30.0,45-54 years old,"Developer, back-end",France,"1,000 to 4,999 employees","Associate degree (A.A., A.S., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,0,10.745184040199312
25270,I am a developer by profession,"Yes, I use AI tools daily",55723.0,8.0,16.0,35-44 years old,"Developer, front-end",Peru,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,10.928148267076118
25271,I am a developer by profession,"Yes, I use AI tools daily",47409.0,14.0,17.0,35-44 years old,"Developer, full-stack",Philippines,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,10.766567363077213
25282,I am a developer by profession,"Yes, I use AI tools daily",83234.0,5.0,10.0,25-34 years old,"Developer, back-end",Poland,"5,000 to 9,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.329411197179212
25286,I am a developer by profession,"Yes, I use AI tools daily",42125.0,8.0,12.0,18-24 years old,"Developer, full-stack",Czech Republic,"1,000 to 4,999 employees","Associate degree (A.A., A.S., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,10.648396667654662
25289,I am a developer by profession,"Yes, I use AI tools daily",9299.0,4.0,5.0,25-34 years old,"Developer, full-stack",India,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,9.137662146478197
25298,I am a developer by profession,"Yes, I use AI tools daily",11781.0,7.0,10.0,25-34 years old,"Developer, full-stack",Malaysia,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,9.37424334324612
25307,I am a developer by profession,"Yes, I use AI tools daily",139218.0,10.0,10.0,25-34 years old,"Developer, back-end",Spain,20 to 99 employees,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Remote,Employed,1,11.843796328867422
25322,I am a developer by profession,"Yes, I use AI tools daily",3487.0,3.0,6.0,18-24 years old,DevOps engineer or professional,India,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,8.156797046675651
25332,I am a developer by profession,"Yes, I use AI tools daily",15692.0,4.0,6.0,25-34 years old,"Developer, full-stack",India,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,9.660906307329443
25334,I am a developer by profession,"No, and I don't plan to",32484.0,1.0,9.0,18-24 years old,"Developer, back-end",Greece,100 to 499 employees,Some college/university study without earning a degree,Remote,Employed,0,10.3885029394023
25335,I am a developer by profession,"Yes, I use AI tools daily",5998.0,3.0,3.0,18-24 years old,"Developer, mobile",India,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,8.699181359308954
25337,I am a developer by profession,"Yes, I use AI tools daily",69820.0,22.0,30.0,45-54 years old,"Developer, full-stack",United Kingdom of Great Britain and Northern Ireland,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,11.153675780659027
25339,I am a developer by profession,"Yes, I use AI tools daily",116015.0,11.0,12.0,25-34 years old,"Developer, embedded applications or devices",Lithuania,20 to 99 employees,Some college/university study without earning a degree,"Hybrid (some remote, leans heavy to in-person)",Employed,1,11.661474772073467
25342,I am a developer by profession,"Yes, I use AI tools daily",47566.0,5.0,10.0,18-24 years old,"Developer, front-end",Italy,20 to 99 employees,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,10.769873499281642
25346,I am a developer by profession,"Yes, I use AI tools daily",8353.0,1.0,4.0,18-24 years old,"Developer, full-stack",Latvia,Less than 20 employees,Other (please specify):,"Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,9.030376034755907
25347,I am a developer by profession,"Yes, I use AI tools daily",225000.0,16.0,16.0,35-44 years old,"Developer, full-stack",United States of America,"10,000 or more employees",Primary/elementary school,In-person,Employed,1,12.323855681186558
25351,I am a developer by profession,"Yes, I use AI tools daily",37872.0,34.0,35.0,45-54 years old,"Developer, desktop or enterprise applications",Turkey,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,10.541967331753765
25372,I am a developer by profession,"Yes, I use AI tools daily",88960.0,19.0,25.0,35-44 years old,"Developer, back-end",Bulgaria,"10,000 or more employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Employed,1,11.395942109484409
25377,I am a developer by profession,"Yes, I use AI tools daily",17402.0,3.0,4.0,18-24 years old,"Developer, full-stack",Spain,500 to 999 employees,Some college/university study without earning a degree,"Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,9.76434042112597
25378,I am a developer by profession,"Yes, I use AI tools daily",41786.0,8.0,17.0,25-34 years old,"Developer, AI apps or physical AI",China,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,10.640316634182197
25384,I am a developer by profession,"Yes, I use AI tools daily",99383.0,4.0,20.0,25-34 years old,AI/ML engineer,United Kingdom of Great Britain and Northern Ireland,20 to 99 employees,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,11.506736351861083
25391,I am a developer by profession,"No, and I don't plan to",139218.0,42.0,42.0,55-64 years old,"Architect, software or solutions",Ireland,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,0,11.843796328867422
25394,I am a developer by profession,"No, and I don't plan to",145917.0,19.0,30.0,35-44 years old,Engineering manager,Canada,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,0,11.890793245886288
25395,I am a developer by profession,"No, and I don't plan to",69609.0,7.0,10.0,25-34 years old,DevOps engineer or professional,France,"1,000 to 4,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,0,11.150649148307476
25401,I am a developer by profession,"Yes, I use AI tools daily",50314.0,2.0,4.0,25-34 years old,"Developer, full-stack",Sweden,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,10.826038647381097
25406,I am a developer by profession,"Yes, I use AI tools daily",165000.0,26.0,30.0,35-44 years old,"Developer, full-stack",United States of America,500 to 999 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,12.013700752882718
25420,I am a developer by profession,"Yes, I use AI tools daily",15009.0,2.0,6.0,25-34 years old,"Developer, front-end",Poland,Less than 20 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Employed,1,9.616405300156314
25424,I am a developer by profession,"Yes, I use AI tools daily",69609.0,11.0,11.0,25-34 years old,"Developer, back-end",Estonia,"1,000 to 4,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,11.150649148307476
25425,I am a developer by profession,"Yes, I use AI tools daily",24290.0,4.0,7.0,18-24 years old,"Developer, front-end",Hungary,500 to 999 employees,"Associate degree (A.A., A.S., etc.)",Remote,Employed,1,10.097820021996219
25427,I am a developer by profession,"Yes, I use AI tools daily",49158.0,18.0,25.0,35-44 years old,"Developer, full-stack",Hungary,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,10.80279487936987
25430,I am a developer by profession,"No, but I plan to soon",46406.0,25.0,30.0,45-54 years old,"Developer, full-stack",Romania,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,0,10.745184040199312
25431,I am a developer by profession,"Yes, I use AI tools daily",51145.0,8.0,8.0,25-34 years old,"Developer, front-end",India,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,10.842420014891108
25433,I am a developer by profession,"Yes, I use AI tools daily",62300.0,4.0,11.0,25-34 years old,"Developer, back-end",Portugal,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.039716704775545
25434,I am a developer by profession,"Yes, I use AI tools daily",20883.0,4.0,5.0,25-34 years old,"Developer, full-stack",Spain,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,9.946690709836776
25440,I am a developer by profession,"Yes, I use AI tools daily",45600.0,5.0,9.0,25-34 years old,"Developer, full-stack",Ukraine,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,10.727662995502477
25450,I am a developer by profession,"Yes, I use AI tools daily",49983.0,4.0,10.0,25-34 years old,Other (please specify):,India,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,10.819438226597178
25484,I am a developer by profession,"Yes, I use AI tools daily",168421.0,20.0,24.0,35-44 years old,"Developer, full-stack",South Africa,Less than 20 employees,Some college/university study without earning a degree,Remote,Employed,1,12.034222076103466
25494,I am a developer by profession,"Yes, I use AI tools daily",139218.0,18.0,22.0,35-44 years old,"Developer, back-end",Greece,"5,000 to 9,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,11.843796328867422
25496,I am a developer by profession,"Yes, I use AI tools daily",96735.0,9.0,12.0,25-34 years old,"Developer, mobile",Ukraine,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,11.479730560112587
